3-15-2023 10:12:08-debug: %cImport%c: C:\CocosDashboard_1.2.5\resources\.editors\Creator\3.7.1\resources\resources\3d\engine\editor\assets\chunks background: #aaff85; color: #000; color: #000;
3-15-2023 11:42:30-debug: Number of scenes: 1
3-15-2023 11:42:30-debug: // ---- build task Query and organize assets ---- (7ms)
3-15-2023 11:42:30-debug: run build task Query and organize assets success in 7 ms √7%
3-15-2023 11:42:30-debug: // ---- build task Organize scripts ----
3-15-2023 11:42:30-debug: Organize scripts start7%
3-15-2023 11:42:30-debug: Process: heapTotal 221.27MB heapUsed 194.06MB rss 255.69MB
3-15-2023 11:42:30-debug: sort script group...
3-15-2023 11:42:30-debug: run build task Organize scripts success in 0 ms √10%
3-15-2023 11:42:30-debug: Process: heapTotal 221.27MB heapUsed 194.08MB rss 255.69MB
3-15-2023 11:42:30-debug: // ---- build task Init settings and config ----
3-15-2023 11:42:30-debug: Init settings and config start10%
3-15-2023 11:42:30-debug: // ---- build task Init settings and config ---- (1ms)
3-15-2023 11:42:30-debug: run build task Init settings and config success in 1 ms √11%
3-15-2023 11:42:30-debug: // ---- build task builder.tasks.settings.macro ----
3-15-2023 11:42:30-debug: builder.tasks.settings.macro does not defined in i18n
3-15-2023 11:42:30-debug: Process: heapTotal 221.27MB heapUsed 194.12MB rss 255.69MB
3-15-2023 11:42:30-debug: builder.tasks.settings.macro start11%
3-15-2023 11:42:30-debug: // ---- build task builder.tasks.settings.macro ---- (2ms)
3-15-2023 11:42:30-debug: run build task builder.tasks.settings.macro success in 2 ms √11%
3-15-2023 11:42:30-debug: // ---- build task Sort some build options to settings.json ----
3-15-2023 11:42:30-debug: Sort some build options to settings.json start11%
3-15-2023 11:42:30-debug: Process: heapTotal 221.27MB heapUsed 194.14MB rss 255.69MB
3-15-2023 11:42:31-debug: // ---- build task Sort some build options to settings.json ---- (291ms)
3-15-2023 11:42:31-debug: run build task Sort some build options to settings.json success in 291 ms √12%
3-15-2023 11:42:31-debug: custom joint texture layouts start12%
3-15-2023 11:42:31-debug: Process: heapTotal 221.27MB heapUsed 194.25MB rss 255.71MB
3-15-2023 11:42:31-debug: // ---- build task custom joint texture layouts ----
3-15-2023 11:42:31-debug: // ---- build task custom joint texture layouts ---- (1ms)
3-15-2023 11:42:31-debug: run build task custom joint texture layouts success in 1 ms √12%
3-15-2023 11:42:31-debug: custom joint physics start12%
3-15-2023 11:42:31-debug: Process: heapTotal 221.27MB heapUsed 194.27MB rss 255.71MB
3-15-2023 11:42:31-debug: // ---- build task custom joint physics ----
3-15-2023 11:42:31-debug: run build task custom joint physics success in 0 ms √13%
3-15-2023 11:42:31-debug: // ---- build task Fill script data to settings ----
3-15-2023 11:42:31-debug: Process: heapTotal 221.27MB heapUsed 194.29MB rss 255.71MB
3-15-2023 11:42:31-debug: Fill script data to settings start13%
3-15-2023 11:42:31-debug: // ---- build task Fill script data to settings ---- (1ms)
3-15-2023 11:42:31-debug: run build task Fill script data to settings success in 1 ms √13%
3-15-2023 11:42:31-debug: // ---- build task Fill scene data to settings ----
3-15-2023 11:42:31-debug: Fill scene data to settings start13%
3-15-2023 11:42:31-debug: Process: heapTotal 221.27MB heapUsed 194.32MB rss 255.71MB
3-15-2023 11:42:31-debug: run build task Fill scene data to settings success in 0 ms √14%
3-15-2023 11:42:31-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
3-15-2023 11:42:31-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
3-15-2023 11:42:31-debug: Process: heapTotal 221.27MB heapUsed 194.34MB rss 255.71MB
3-15-2023 11:42:31-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ---- (1ms)
3-15-2023 11:42:31-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 1 ms √14%
3-15-2023 11:42:31-debug: Generate md5AssetsMap from suffixMap to settings start14%
3-15-2023 11:42:31-debug: Process: heapTotal 221.27MB heapUsed 194.47MB rss 255.71MB
3-15-2023 11:42:31-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
3-15-2023 11:42:31-debug: options.md5Cache is false.
3-15-2023 11:42:31-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ---- (1ms)
3-15-2023 11:42:31-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 1 ms √15%
3-15-2023 11:42:37-debug: refresh db internal success
3-15-2023 11:42:37-debug: refresh db assets success
3-15-2023 11:42:37-debug: asset-db:worker-effect-data-processing (96ms)
3-15-2023 11:42:37-debug: asset-db:refresh-all-database (129ms)
3-15-2023 11:42:46-debug: refresh db internal success
3-15-2023 11:42:46-debug: asset-db:worker-effect-data-processing (101ms)
3-15-2023 11:42:46-debug: refresh db assets success
3-15-2023 11:42:46-debug: asset-db:refresh-all-database (134ms)
3-15-2023 11:42:54-debug: refresh db internal success
3-15-2023 11:42:54-debug: asset-db:worker-effect-data-processing (106ms)
3-15-2023 11:42:54-debug: %cImport%c: C:\Users\ADMIN\ThrowKnifeGame\assets\Scripts\Game.tsbackground: #aaff85; color: #000;color: #000;
3-15-2023 11:42:54-debug: refresh db assets success
3-15-2023 11:42:54-debug: asset-db:refresh-all-database (148ms)
3-15-2023 11:42:54-debug: Query all assets info in project
3-15-2023 11:42:54-debug: init custom config: keepNodeUuid: false, useCache: true
3-15-2023 11:42:54-debug:   Number of all scenes: 1
3-15-2023 11:42:54-debug:   Number of all scripts: 1
3-15-2023 11:42:54-debug: Query asset bundle start0%
3-15-2023 11:42:54-debug: Process: heapTotal 229.69MB heapUsed 204.94MB rss 264.78MB
3-15-2023 11:42:54-debug: // ---- build task Query asset bundle ----
3-15-2023 11:42:54-debug:   Number of other assets: 298
3-15-2023 11:42:54-debug: // ---- build task Query asset bundle ---- (11ms)
3-15-2023 11:42:54-debug: run build task Query asset bundle success in 11 ms √3%
3-15-2023 11:42:54-debug: Query and organize assets start3%
3-15-2023 11:42:54-debug: // ---- build task Query and organize assets ----
3-15-2023 11:42:54-debug: Process: heapTotal 229.69MB heapUsed 206.51MB rss 265.86MB
3-15-2023 11:42:54-debug: Number of scenes: 1
3-15-2023 11:42:54-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
3-15-2023 11:42:54-debug: run build task Query and organize assets success in 17 ms √7%
3-15-2023 11:42:54-debug: // ---- build task Query and organize assets ---- (17ms)
3-15-2023 11:42:54-debug: Organize scripts start7%
3-15-2023 11:42:54-debug: // ---- build task Organize scripts ----
3-15-2023 11:42:54-debug: sort script group...
3-15-2023 11:42:54-debug: Process: heapTotal 229.69MB heapUsed 204.50MB rss 264.36MB
3-15-2023 11:42:54-debug: // ---- build task Organize scripts ---- (1ms)
3-15-2023 11:42:54-debug: run build task Organize scripts success in 1 ms √10%
3-15-2023 11:42:54-debug: Init settings and config start10%
3-15-2023 11:42:54-debug: // ---- build task Init settings and config ----
3-15-2023 11:42:54-debug: Process: heapTotal 229.69MB heapUsed 204.53MB rss 264.36MB
3-15-2023 11:42:54-debug: run build task Init settings and config success in 0 ms √11%
3-15-2023 11:42:54-debug: builder.tasks.settings.macro does not defined in i18n
3-15-2023 11:42:54-debug: // ---- build task builder.tasks.settings.macro ----
3-15-2023 11:42:54-debug: builder.tasks.settings.macro start11%
3-15-2023 11:42:54-debug: Process: heapTotal 229.69MB heapUsed 204.56MB rss 264.36MB
3-15-2023 11:42:54-debug: // ---- build task builder.tasks.settings.macro ---- (2ms)
3-15-2023 11:42:54-debug: run build task builder.tasks.settings.macro success in 2 ms √11%
3-15-2023 11:42:54-debug: Sort some build options to settings.json start11%
3-15-2023 11:42:54-debug: // ---- build task Sort some build options to settings.json ----
3-15-2023 11:42:54-debug: Process: heapTotal 229.69MB heapUsed 204.59MB rss 264.36MB
3-15-2023 11:42:55-debug: // ---- build task Sort some build options to settings.json ---- (701ms)
3-15-2023 11:42:55-debug: run build task Sort some build options to settings.json success in 701 ms √12%
3-15-2023 11:42:55-debug: custom joint texture layouts start12%
3-15-2023 11:42:55-debug: // ---- build task custom joint texture layouts ----
3-15-2023 11:42:55-debug: Process: heapTotal 229.69MB heapUsed 204.65MB rss 264.39MB
3-15-2023 11:42:55-debug: // ---- build task custom joint texture layouts ---- (1ms)
3-15-2023 11:42:55-debug: run build task custom joint texture layouts success in 1 ms √12%
3-15-2023 11:42:55-debug: custom joint physics start12%
3-15-2023 11:42:55-debug: // ---- build task custom joint physics ----
3-15-2023 11:42:55-debug: Process: heapTotal 229.69MB heapUsed 204.68MB rss 264.39MB
3-15-2023 11:42:55-debug: // ---- build task custom joint physics ---- (1ms)
3-15-2023 11:42:55-debug: run build task custom joint physics success in 1 ms √13%
3-15-2023 11:42:55-debug: Fill script data to settings start13%
3-15-2023 11:42:55-debug: // ---- build task Fill script data to settings ----
3-15-2023 11:42:55-debug: Process: heapTotal 229.69MB heapUsed 204.70MB rss 264.39MB
3-15-2023 11:42:55-debug: // ---- build task Fill script data to settings ---- (1ms)
3-15-2023 11:42:55-debug: run build task Fill script data to settings success in 1 ms √13%
3-15-2023 11:42:55-debug: Process: heapTotal 229.69MB heapUsed 204.73MB rss 264.39MB
3-15-2023 11:42:55-debug: Fill scene data to settings start13%
3-15-2023 11:42:55-debug: // ---- build task Fill scene data to settings ----
3-15-2023 11:42:55-debug: // ---- build task Fill scene data to settings ---- (1ms)
3-15-2023 11:42:55-debug: run build task Fill scene data to settings success in 1 ms √14%
3-15-2023 11:42:55-debug: Process: heapTotal 229.69MB heapUsed 204.76MB rss 264.39MB
3-15-2023 11:42:55-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
3-15-2023 11:42:55-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
3-15-2023 11:42:55-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 0 ms √14%
3-15-2023 11:42:55-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
3-15-2023 11:42:55-debug: Generate md5AssetsMap from suffixMap to settings start14%
3-15-2023 11:42:55-debug: Process: heapTotal 229.69MB heapUsed 204.88MB rss 264.39MB
3-15-2023 11:42:55-debug: options.md5Cache is false.
3-15-2023 11:42:55-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 0 ms √15%
3-15-2023 11:42:58-debug: refresh db internal success
3-15-2023 11:42:58-debug: refresh db assets success
3-15-2023 11:42:58-debug: asset-db:worker-effect-data-processing (153ms)
3-15-2023 11:42:58-debug: asset-db:refresh-all-database (196ms)
3-15-2023 11:43:05-debug: refresh db internal success
3-15-2023 11:43:05-debug: refresh db assets success
3-15-2023 11:43:05-debug: asset-db:worker-effect-data-processing (97ms)
3-15-2023 11:43:05-debug: asset-db:refresh-all-database (127ms)
3-15-2023 11:43:06-debug: start refresh asset from C:\Users\ADMIN\ThrowKnifeGame\assets\Scene\Game.scene...
3-15-2023 11:43:06-debug: %cImport%c: C:\Users\ADMIN\ThrowKnifeGame\assets\Scene\Game.scenebackground: #aaff85; color: #000;color: #000;
3-15-2023 11:43:06-debug: refresh asset C:\Users\ADMIN\ThrowKnifeGame\assets\Scene\Game.scene success
3-15-2023 11:43:07-debug: Query all assets info in project
3-15-2023 11:43:07-debug: init custom config: keepNodeUuid: false, useCache: true
3-15-2023 11:43:07-debug:   Number of all scenes: 1
3-15-2023 11:43:07-debug:   Number of all scripts: 1
3-15-2023 11:43:07-debug:   Number of other assets: 298
3-15-2023 11:43:07-debug: // ---- build task Query asset bundle ----
3-15-2023 11:43:07-debug: Process: heapTotal 221.71MB heapUsed 195.34MB rss 257.26MB
3-15-2023 11:43:07-debug: Query asset bundle start0%
3-15-2023 11:43:07-debug: // ---- build task Query asset bundle ---- (6ms)
3-15-2023 11:43:07-debug: run build task Query asset bundle success in 6 ms √3%
3-15-2023 11:43:07-debug: Process: heapTotal 221.71MB heapUsed 196.89MB rss 257.29MB
3-15-2023 11:43:07-debug: // ---- build task Query and organize assets ----
3-15-2023 11:43:07-debug: Query and organize assets start3%
3-15-2023 11:43:07-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
3-15-2023 11:43:07-debug: Number of scenes: 1
3-15-2023 11:43:07-debug: // ---- build task Query and organize assets ---- (10ms)
3-15-2023 11:43:07-debug: run build task Query and organize assets success in 10 ms √7%
3-15-2023 11:43:07-debug: Process: heapTotal 221.71MB heapUsed 194.62MB rss 256.74MB
3-15-2023 11:43:07-debug: sort script group...
3-15-2023 11:43:07-debug: // ---- build task Organize scripts ----
3-15-2023 11:43:07-debug: Organize scripts start7%
3-15-2023 11:43:07-debug: run build task Organize scripts success in 1 ms √10%
3-15-2023 11:43:07-debug: // ---- build task Organize scripts ---- (1ms)
3-15-2023 11:43:07-debug: // ---- build task Init settings and config ----
3-15-2023 11:43:07-debug: Process: heapTotal 221.71MB heapUsed 194.65MB rss 256.74MB
3-15-2023 11:43:07-debug: Init settings and config start10%
3-15-2023 11:43:07-debug: // ---- build task Init settings and config ---- (1ms)
3-15-2023 11:43:07-debug: run build task Init settings and config success in 1 ms √11%
3-15-2023 11:43:07-debug: builder.tasks.settings.macro does not defined in i18n
3-15-2023 11:43:07-debug: builder.tasks.settings.macro start11%
3-15-2023 11:43:07-debug: Process: heapTotal 221.71MB heapUsed 194.68MB rss 256.74MB
3-15-2023 11:43:07-debug: // ---- build task builder.tasks.settings.macro ----
3-15-2023 11:43:07-debug: // ---- build task builder.tasks.settings.macro ---- (2ms)
3-15-2023 11:43:07-debug: run build task builder.tasks.settings.macro success in 2 ms √11%
3-15-2023 11:43:07-debug: // ---- build task Sort some build options to settings.json ----
3-15-2023 11:43:07-debug: Process: heapTotal 221.71MB heapUsed 194.71MB rss 256.74MB
3-15-2023 11:43:07-debug: Sort some build options to settings.json start11%
3-15-2023 11:43:07-debug: // ---- build task Sort some build options to settings.json ---- (99ms)
3-15-2023 11:43:07-debug: run build task Sort some build options to settings.json success in 99 ms √12%
3-15-2023 11:43:07-debug: Process: heapTotal 221.71MB heapUsed 194.78MB rss 256.79MB
3-15-2023 11:43:07-debug: custom joint texture layouts start12%
3-15-2023 11:43:07-debug: // ---- build task custom joint texture layouts ----
3-15-2023 11:43:07-debug: // ---- build task custom joint texture layouts ---- (1ms)
3-15-2023 11:43:07-debug: run build task custom joint texture layouts success in 1 ms √12%
3-15-2023 11:43:07-debug: custom joint physics start12%
3-15-2023 11:43:07-debug: // ---- build task custom joint physics ----
3-15-2023 11:43:07-debug: Process: heapTotal 221.71MB heapUsed 194.81MB rss 256.79MB
3-15-2023 11:43:07-debug: // ---- build task custom joint physics ---- (1ms)
3-15-2023 11:43:07-debug: Fill script data to settings start13%
3-15-2023 11:43:07-debug: // ---- build task Fill script data to settings ----
3-15-2023 11:43:07-debug: run build task custom joint physics success in 1 ms √13%
3-15-2023 11:43:07-debug: Process: heapTotal 221.71MB heapUsed 194.83MB rss 256.79MB
3-15-2023 11:43:07-debug: // ---- build task Fill script data to settings ---- (1ms)
3-15-2023 11:43:07-debug: // ---- build task Fill scene data to settings ----
3-15-2023 11:43:07-debug: run build task Fill script data to settings success in 1 ms √13%
3-15-2023 11:43:07-debug: Fill scene data to settings start13%
3-15-2023 11:43:07-debug: Process: heapTotal 221.71MB heapUsed 194.85MB rss 256.79MB
3-15-2023 11:43:07-debug: run build task Fill scene data to settings success in 0 ms √14%
3-15-2023 11:43:07-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
3-15-2023 11:43:07-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
3-15-2023 11:43:07-debug: Process: heapTotal 221.71MB heapUsed 194.91MB rss 256.79MB
3-15-2023 11:43:07-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ---- (1ms)
3-15-2023 11:43:07-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 1 ms √14%
3-15-2023 11:43:07-debug: Process: heapTotal 221.71MB heapUsed 195.04MB rss 256.79MB
3-15-2023 11:43:07-debug: Generate md5AssetsMap from suffixMap to settings start14%
3-15-2023 11:43:07-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ---- (1ms)
3-15-2023 11:43:07-debug: options.md5Cache is false.
3-15-2023 11:43:07-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 1 ms √15%
3-15-2023 11:43:07-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
3-15-2023 11:43:13-debug: refresh db internal success
3-15-2023 11:43:13-debug: refresh db assets success
3-15-2023 11:43:13-debug: asset-db:worker-effect-data-processing (98ms)
3-15-2023 11:43:13-debug: asset-db:refresh-all-database (134ms)
3-15-2023 11:44:09-debug: refresh db internal success
3-15-2023 11:44:09-debug: refresh db assets success
3-15-2023 11:44:09-debug: asset-db:worker-effect-data-processing (98ms)
3-15-2023 11:44:09-debug: asset-db:refresh-all-database (137ms)
3-15-2023 11:44:15-debug: refresh db internal success
3-15-2023 11:44:15-debug: refresh db assets success
3-15-2023 11:44:15-debug: asset-db:worker-effect-data-processing (138ms)
3-15-2023 11:44:15-debug: asset-db:refresh-all-database (170ms)
3-15-2023 11:44:25-debug: refresh db internal success
3-15-2023 11:44:26-debug: refresh db assets success
3-15-2023 11:44:26-debug: asset-db:worker-effect-data-processing (102ms)
3-15-2023 11:44:26-debug: asset-db:refresh-all-database (140ms)
3-15-2023 11:45:56-debug: refresh db internal success
3-15-2023 11:45:56-debug: %cImport%c: C:\Users\ADMIN\ThrowKnifeGame\assets\Scripts\Game.tsbackground: #aaff85; color: #000;color: #000;
3-15-2023 11:45:56-debug: asset-db:worker-effect-data-processing (105ms)
3-15-2023 11:45:56-debug: refresh db assets success
3-15-2023 11:45:56-debug: asset-db:refresh-all-database (152ms)
3-15-2023 11:45:56-debug: Query all assets info in project
3-15-2023 11:45:56-debug: init custom config: keepNodeUuid: false, useCache: true
3-15-2023 11:45:56-debug:   Number of all scenes: 1
3-15-2023 11:45:56-debug:   Number of other assets: 298
3-15-2023 11:45:56-debug: // ---- build task Query asset bundle ----
3-15-2023 11:45:56-debug: Query asset bundle start0%
3-15-2023 11:45:56-debug: Process: heapTotal 224.80MB heapUsed 201.01MB rss 261.95MB
3-15-2023 11:45:56-debug:   Number of all scripts: 1
3-15-2023 11:45:57-debug: // ---- build task Query asset bundle ---- (6ms)
3-15-2023 11:45:57-debug: run build task Query asset bundle success in 6 ms √3%
3-15-2023 11:45:57-debug: Process: heapTotal 224.07MB heapUsed 198.29MB rss 261.01MB
3-15-2023 11:45:57-debug: // ---- build task Query and organize assets ----
3-15-2023 11:45:57-debug: Query and organize assets start3%
3-15-2023 11:45:57-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
3-15-2023 11:45:57-debug: Number of scenes: 1
3-15-2023 11:45:57-debug: // ---- build task Query and organize assets ---- (5ms)
3-15-2023 11:45:57-debug: run build task Query and organize assets success in 5 ms √7%
3-15-2023 11:45:57-debug: Process: heapTotal 224.07MB heapUsed 199.73MB rss 261.05MB
3-15-2023 11:45:57-debug: // ---- build task Organize scripts ----
3-15-2023 11:45:57-debug: Organize scripts start7%
3-15-2023 11:45:57-debug: sort script group...
3-15-2023 11:45:57-debug: // ---- build task Organize scripts ---- (1ms)
3-15-2023 11:45:57-debug: run build task Organize scripts success in 1 ms √10%
3-15-2023 11:45:57-debug: Process: heapTotal 224.07MB heapUsed 199.76MB rss 261.05MB
3-15-2023 11:45:57-debug: // ---- build task Init settings and config ----
3-15-2023 11:45:57-debug: Init settings and config start10%
3-15-2023 11:45:57-debug: builder.tasks.settings.macro start11%
3-15-2023 11:45:57-debug: builder.tasks.settings.macro does not defined in i18n
3-15-2023 11:45:57-debug: Process: heapTotal 224.07MB heapUsed 199.78MB rss 261.05MB
3-15-2023 11:45:57-debug: run build task Init settings and config success in 0 ms √11%
3-15-2023 11:45:57-debug: // ---- build task builder.tasks.settings.macro ----
3-15-2023 11:45:57-debug: // ---- build task builder.tasks.settings.macro ---- (2ms)
3-15-2023 11:45:57-debug: run build task builder.tasks.settings.macro success in 2 ms √11%
3-15-2023 11:45:57-debug: // ---- build task Sort some build options to settings.json ----
3-15-2023 11:45:57-debug: Process: heapTotal 224.07MB heapUsed 199.81MB rss 261.05MB
3-15-2023 11:45:57-debug: Sort some build options to settings.json start11%
3-15-2023 11:45:57-debug: // ---- build task Sort some build options to settings.json ---- (634ms)
3-15-2023 11:45:57-debug: run build task Sort some build options to settings.json success in 634 ms √12%
3-15-2023 11:45:57-debug: // ---- build task custom joint texture layouts ----
3-15-2023 11:45:57-debug: Process: heapTotal 224.07MB heapUsed 199.88MB rss 261.08MB
3-15-2023 11:45:57-debug: custom joint texture layouts start12%
3-15-2023 11:45:57-debug: run build task custom joint texture layouts success in 0 ms √12%
3-15-2023 11:45:57-debug: custom joint physics start12%
3-15-2023 11:45:57-debug: Process: heapTotal 224.07MB heapUsed 199.90MB rss 261.08MB
3-15-2023 11:45:57-debug: // ---- build task custom joint physics ----
3-15-2023 11:45:57-debug: // ---- build task custom joint physics ---- (1ms)
3-15-2023 11:45:57-debug: run build task custom joint physics success in 1 ms √13%
3-15-2023 11:45:57-debug: // ---- build task Fill script data to settings ----
3-15-2023 11:45:57-debug: Process: heapTotal 224.07MB heapUsed 199.93MB rss 261.08MB
3-15-2023 11:45:57-debug: Fill script data to settings start13%
3-15-2023 11:45:57-debug: run build task Fill script data to settings success in 0 ms √13%
3-15-2023 11:45:57-debug: Process: heapTotal 224.07MB heapUsed 199.95MB rss 261.08MB
3-15-2023 11:45:57-debug: Fill scene data to settings start13%
3-15-2023 11:45:57-debug: // ---- build task Fill scene data to settings ----
3-15-2023 11:45:57-debug: run build task Fill scene data to settings success in 0 ms √14%
3-15-2023 11:45:57-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
3-15-2023 11:45:57-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
3-15-2023 11:45:57-debug: Process: heapTotal 224.07MB heapUsed 199.97MB rss 261.08MB
3-15-2023 11:45:57-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ---- (1ms)
3-15-2023 11:45:57-debug: Generate md5AssetsMap from suffixMap to settings start14%
3-15-2023 11:45:57-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
3-15-2023 11:45:57-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 1 ms √14%
3-15-2023 11:45:57-debug: Process: heapTotal 224.07MB heapUsed 197.13MB rss 260.96MB
3-15-2023 11:45:57-debug: options.md5Cache is false.
3-15-2023 11:45:57-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 0 ms √15%
3-15-2023 11:46:51-debug: refresh db internal success
3-15-2023 11:46:51-debug: refresh db assets success
3-15-2023 11:46:51-debug: asset-db:worker-effect-data-processing (147ms)
3-15-2023 11:46:51-debug: asset-db:refresh-all-database (180ms)
3-15-2023 11:47:34-debug: refresh db internal success
3-15-2023 11:47:35-debug: %cImport%c: C:\Users\ADMIN\ThrowKnifeGame\assets\Scripts\Game.tsbackground: #aaff85; color: #000;color: #000;
3-15-2023 11:47:35-debug: asset-db:worker-effect-data-processing (97ms)
3-15-2023 11:47:35-debug: refresh db assets success
3-15-2023 11:47:35-debug: asset-db:refresh-all-database (131ms)
3-15-2023 11:47:35-debug: Query all assets info in project
3-15-2023 11:47:35-debug: init custom config: keepNodeUuid: false, useCache: true
3-15-2023 11:47:35-debug:   Number of other assets: 298
3-15-2023 11:47:35-debug: Query asset bundle start0%
3-15-2023 11:47:35-debug:   Number of all scenes: 1
3-15-2023 11:47:35-debug:   Number of all scripts: 1
3-15-2023 11:47:35-debug: Process: heapTotal 223.24MB heapUsed 196.16MB rss 256.45MB
3-15-2023 11:47:35-debug: // ---- build task Query asset bundle ----
3-15-2023 11:47:35-debug: Query and organize assets start3%
3-15-2023 11:47:35-debug: run build task Query asset bundle success in 7 ms √3%
3-15-2023 11:47:35-debug: Process: heapTotal 223.24MB heapUsed 197.70MB rss 257.97MB
3-15-2023 11:47:35-debug: // ---- build task Query asset bundle ---- (7ms)
3-15-2023 11:47:35-debug: // ---- build task Query and organize assets ----
